,fatcat_domain,u_uniprot_acc,pdb
9820,PDP:4ZZ1Aa,P08179,1GRC
9821,PDP:4ZZ1Ab,P08179,1GRC
9824,PDP:4ZZ1Aa,P08179,1JKX
9825,PDP:4ZZ1Ab,P08179,1JKX
9832,PDP:4ZZ1Aa,P08179,2GAR
9833,PDP:4ZZ1Ab,P08179,2GAR
9834,PDP:4ZZ1Aa,P08179,3GAR
9835,PDP:4ZZ1Ab,P08179,3GAR
9836,PDP:3K2WAa,P25553,2HG2
9837,PDP:3K2WAb,P25553,2HG2
9838,PDP:3K2WAa,P25553,2ILU
9839,PDP:3K2WAb,P25553,2ILU
9840,PDP:3K2WAa,P25553,2IMP
9841,PDP:3K2WAb,P25553,2IMP
9842,PDP:3K2WAa,P25553,2OPX
9843,PDP:3K2WAb,P25553,2OPX
9844,d1e6ua_,P32055,1BSV
9845,d1e6ua_,P32055,1BWS
9846,d1e6ua_,P32055,1E6U
9847,d1e6ua_,P32055,1E7Q
9848,d1e6ua_,P32055,1E7R
9849,d1e6ua_,P32055,1E7S
9850,d1e6ua_,P32055,1FXS
9851,d1e6ua_,P32055,1GFS
9852,PDP:2I8TAa,P32056,1RYA
9854,PDP:2I8TAa,P32056,2GT2
9858,PDP:2I8TAa,P32056,2GT4
9861,PDP:3O69Aa,P37128,1VIU
9862,PDP:3O69Ab,P37128,1VIU
9869,PDP:3O69Aa,P37128,3O52
9870,PDP:3O69Ab,P37128,3O52
9879,PDP:3O69Aa,P37128,3O61
9880,PDP:3O69Ab,P37128,3O61
9887,PDP:3O69Aa,P37128,3O69
9888,PDP:3O69Ab,P37128,3O69
9891,PDP:3O69Aa,P37128,3O6Z
9892,PDP:3O69Ab,P37128,3O6Z
9895,PDP:4AMVAa,P17169,1JXA
9896,PDP:4AMVAb,P17169,1JXA
9897,PDP:4AMVAc,P17169,1JXA
9904,d1moqa_,P17169,1MOQ
9905,d1moqa_,P17169,1MOR
9906,d1moqa_,P17169,1MOS
9907,d1xffa_,P17169,1XFF
9909,d1xffa_,P17169,1XFG
9911,PDP:4AMVAa,P17169,2J6H
9912,PDP:4AMVAb,P17169,2J6H
9913,PDP:4AMVAc,P17169,2J6H
9917,PDP:4AMVAa,P17169,2VF4
9918,PDP:4AMVAb,P17169,2VF4
9919,PDP:4AMVAc,P17169,2VF4
9920,PDP:4AMVAa,P17169,2VF5
9921,PDP:4AMVAb,P17169,2VF5
9922,PDP:4AMVAc,P17169,2VF5
9923,PDP:4AMVAa,P17169,3OOJ
9924,PDP:4AMVAb,P17169,3OOJ
9925,PDP:4AMVAc,P17169,3OOJ
9947,PDP:4AMVAa,P17169,4AMV
9948,PDP:4AMVAb,P17169,4AMV
9949,PDP:4AMVAc,P17169,4AMV
9956,PDP:5E6ZAa,P07762,1M7X
9957,PDP:5E6ZAb,P07762,1M7X
9958,PDP:5E6ZAc,P07762,1M7X
9959,PDP:5E6ZAd,P07762,1M7X
9972,PDP:5E6ZAa,P07762,4LPC
9973,PDP:5E6ZAb,P07762,4LPC
9974,PDP:5E6ZAc,P07762,4LPC
9975,PDP:5E6ZAd,P07762,4LPC
9988,PDP:5E6ZAa,P07762,4LQ1
9989,PDP:5E6ZAb,P07762,4LQ1
9990,PDP:5E6ZAc,P07762,4LQ1
9991,PDP:5E6ZAd,P07762,4LQ1
10004,PDP:3FTTAa,P77791,1OCX
10007,PDP:2G8SAa,P75804,2G8S
10009,d2gj4a1,P00490,1AHP
10011,d2gj4a1,P00490,1E4O
10013,d2gj4a1,P00490,1L5V
10015,d2gj4a1,P00490,1L5W
10017,d2gj4a1,P00490,1L6I
10019,d2gj4a1,P00490,1QM5
10021,d2gj4a1,P00490,2ASV
10023,d2gj4a1,P00490,2AV6
10025,d2gj4a1,P00490,2AW3
10027,d2gj4a1,P00490,2AZD
10029,d2gj4a1,P00490,2ECP
10031,PDP:2VWSAa,P23522,1DXE
10033,PDP:2VWSAa,P23522,1DXF
10035,PDP:4G8TAa,P0AES2,1EC7
10039,PDP:4G8TAa,P0AES2,1EC8
10043,PDP:4G8TAa,P0AES2,1EC9
10047,PDP:4G8TAa,P0AES2,1ECQ
10051,PDP:4G8TAa,P0AES2,1JCT
10053,PDP:4G8TAa,P0AES2,1JDF
10057,PDP:4G8TAa,P0AES2,3PWG
10061,PDP:4G8TAa,P0AES2,3PWI
10063,PDP:4G8TAa,P0AES2,4GYP
10065,PDP:4G8TAa,Q46915,4GYP
10067,PDP:4G8TAa,Q46915,4IL0
10075,PDP:2R4TAa,P0A6U8,2QZS
10076,PDP:2R4TAb,P0A6U8,2QZS
10077,PDP:2R4TAa,P0A6U8,2R4T
10078,PDP:2R4TAb,P0A6U8,2R4T
10079,PDP:2R4TAa,P0A6U8,2R4U
10080,PDP:2R4TAb,P0A6U8,2R4U
10081,PDP:2R4TAa,P0A6U8,3COP
10082,PDP:2R4TAb,P0A6U8,3COP
10083,PDP:2R4TAa,P0A6U8,3CX4
10084,PDP:2R4TAb,P0A6U8,3CX4
10085,PDP:2R4TAa,P0A6U8,3D1J
10086,PDP:2R4TAb,P0A6U8,3D1J
10087,PDP:2R4TAa,P0A6U8,3GUH
10088,PDP:2R4TAb,P0A6U8,3GUH
10089,d2iw1a1,P25740,2IV7
10090,d2iw1a1,P25740,2IW1
10091,PDP:2N58A_,P25740,2N58
10092,PDP:2WSKAa,P15067,2WSK
10093,PDP:2WSKAb,P15067,2WSK
10094,PDP:2WSKAc,P15067,2WSK
10095,PDP:2WSKAd,P15067,2WSK
10096,PDP:2WSKAe,P15067,2WSK
10097,PDP:3BRKXa,P0A6V1,5L6S
10098,PDP:3BRKXb,P0A6V1,5L6S
10099,PDP:3BRKXc,P0A6V1,5L6S
10145,PDP:3BRKXa,P0A6V1,5L6V
10146,PDP:3BRKXb,P0A6V1,5L6V
10147,PDP:3BRKXc,P0A6V1,5L6V
10193,PDP:4KQPAa,P0AEQ3,1GGG
10194,PDP:4KQPAb,P0AEQ3,1GGG
10197,PDP:4KQPAa,P0AEQ3,1WDN
10198,PDP:4KQPAb,P0AEQ3,1WDN
10199,PDP:4UEJAa,P0A9S3,4A2C
10200,PDP:4UEJAb,P0A9S3,4A2C
10203,PDP:4UEJAa,P0A9S3,4UEJ
10204,PDP:4UEJAb,P0A9S3,4UEJ
10207,PDP:4UEJAa,P0A9S3,4UEK
10208,PDP:4UEJAb,P0A9S3,4UEK
10211,PDP:4UEJAa,P0A9S3,4UEO
10212,PDP:4UEJAb,P0A9S3,4UEO
10215,PDP:4Q1TAa,P0A7B5,2J5T
10216,PDP:4Q1TAb,P0A7B5,2J5T
10217,PDP:4Q1TAc,P0A7B5,2J5T
10239,PDP:4Q1TAa,P0A7B5,2J5V
10240,PDP:4Q1TAb,P0A7B5,2J5V
10241,PDP:4Q1TAc,P0A7B5,2J5V
10245,PDP:2W21Aa,P0A7B5,2W21
10246,PDP:2W21Ab,P0A7B5,2W21
10247,PDP:4DJKAa,P63235,4DJI
10249,PDP:4DJKAa,P63235,4DJK
10251,d1va6a_,P0A6W9,1V4G
10255,d1va6a_,P0A6W9,1VA6
10257,d1va6a_,P0A6W9,2D32
10261,d1va6a_,P0A6W9,2D33
10265,d1xeya_,P69910,1PMM
10271,d1xeya_,P69910,1PMO
10277,d1xeya_,P69910,2DGK
10283,d1xeya_,P69910,2DGL
10289,d1xeya_,P69910,2DGM
10295,d1xeya_,P69910,3FZ6
10301,d1xeya_,P69910,3FZ7
10307,d1xeya_,P69910,3FZ8
10313,d1xeya_,P69908,1XEY
10315,d1bgva1,P00370,2YFH
10316,d1bgva2,P00370,2YFH
10323,d1bgva1,P00370,3SBO
10324,d1bgva2,P00370,3SBO
10335,d1bgva1,P00370,4BHT
10336,d1bgva2,P00370,4BHT
10347,d1u60a_,P77454,1U60
10351,d1ecfa1,P0AG16,1ECB
10352,d1ecfa2,P0AG16,1ECB
10359,d1ecfa1,P0AG16,1ECC
10360,d1ecfa2,P0AG16,1ECC
10363,d1ecfa1,P0AG16,1ECF
10364,d1ecfa2,P0AG16,1ECF
10367,d1ecfa1,P0AG16,1ECG
10368,d1ecfa2,P0AG16,1ECG
10371,d1ecfa1,P0AG16,1ECJ
10372,d1ecfa2,P0AG16,1ECJ
10379,PDP:2JFNAa,P22634,2JFN
10380,PDP:2JFNAb,P22634,2JFN
10381,PDP:2PANAa,P0AEP7,2PAN
10382,PDP:2PANAb,P0AEP7,2PAN
10383,PDP:2PANAc,P0AEP7,2PAN
10399,d1fx8a_,P0AER0,1FX8
10400,d1fx8a_,P0AER0,1LDA
10401,d1fx8a_,P0AER0,1LDF
10402,d1fx8a_,P0AER0,1LDI
10403,d1fc4a_,P0AB77,1FC4
10405,d1pw4a_,P08194,1PW4
10406,PDP:3WDNAa,P0A6T9,3A7A
10408,PDP:3WDNAa,P0A6T9,3A7L
10409,PDP:3WDNAa,P0A6T9,3A8I
10411,PDP:3WDNAa,P0A6T9,3A8J
10413,PDP:3WDNAa,P0A6T9,3A8K
10415,PDP:3WDNAa,P0A6T9,3AB9
10416,d1v5va1,P27248,1VLO
10417,d1v5va2,P27248,1VLO
10418,d1v5va1,P27248,3A8I
10419,d1v5va2,P27248,3A8I
10426,d1v5va1,P27248,3A8J
10427,d1v5va2,P27248,3A8J
10434,d1v5va1,P27248,3A8K
10435,d1v5va2,P27248,3A8K
10442,PDP:2W40Aa,P0A6F3,1BO5
10443,PDP:2W40Ab,P0A6F3,1BO5
10446,PDP:2W40Aa,P0A6F3,1BOT
10447,PDP:2W40Ab,P0A6F3,1BOT
10450,PDP:2W40Aa,P0A6F3,1BU6
10451,PDP:2W40Ab,P0A6F3,1BU6
10458,PDP:2W40Aa,P0A6F3,1BWF
10459,PDP:2W40Ab,P0A6F3,1BWF
10462,PDP:2W40Aa,P0A6F3,1GLA
10463,PDP:2W40Ab,P0A6F3,1GLA
10464,PDP:2W40Aa,P0A6F3,1GLB
10465,PDP:2W40Ab,P0A6F3,1GLB
10466,PDP:2W40Aa,P0A6F3,1GLC
10467,PDP:2W40Ab,P0A6F3,1GLC
10468,PDP:2W40Aa,P0A6F3,1GLD
10469,PDP:2W40Ab,P0A6F3,1GLD
10470,PDP:2W40Aa,P0A6F3,1GLE
10471,PDP:2W40Ab,P0A6F3,1GLE
10472,PDP:2W40Aa,P0A6F3,1GLF
10473,PDP:2W40Ab,P0A6F3,1GLF
10480,PDP:2W40Aa,P0A6F3,1GLJ
10481,PDP:2W40Ab,P0A6F3,1GLJ
10484,PDP:2W40Aa,P0A6F3,1GLL
10485,PDP:2W40Ab,P0A6F3,1GLL
10488,PDP:2W40Aa,P0A6F3,3EZW
10489,PDP:2W40Ab,P0A6F3,3EZW
10504,PDP:5IN4Aa,P0AC88,1DB3
10505,PDP:5IN4Ab,P0AC88,1DB3
10506,PDP:5IN4Ac,P0AC88,1DB3
10507,d2gmwa1,P63228,2GMW
10509,d2gmwa1,P63228,3ESQ
10510,d2gmwa1,P63228,3ESR
10511,d2gmwa1,P63228,3L1U
10513,d2gmwa1,P63228,3L1V
10515,PDP:3L8EAa,P63228,3L8E
10517,PDP:3L8EAa,P63228,3L8F
10518,PDP:3L8EAa,P63228,3L8G
10519,d1gpma1,P04079,1GPM
10520,d1gpma2,P04079,1GPM
10521,d1gpma3,P04079,1GPM
10531,PDP:4GWGAa,P00350,2ZYA
10532,PDP:4GWGAb,P00350,2ZYA
10535,PDP:4GWGAa,P00350,2ZYD
10536,PDP:4GWGAb,P00350,2ZYD
10539,PDP:4GWGAa,P00350,3FWN
10540,PDP:4GWGAb,P00350,3FWN
10543,d1knqa_,P46859,1KNQ
10545,d1knqa_,P46859,1KO1
10547,d1knqa_,P46859,1KO4
10549,d1knqa_,P46859,1KO5
10551,d1knqa_,P46859,1KO8
10553,d1knqa_,P46859,1KOF
10555,d1ydya1,P09394,1T8Q
10559,d1ydya1,P09394,1YDY
10561,d1qfna_,P68688,1EGO
10562,d1qfna_,P68688,1EGR
10563,d1qfna_,P68688,1GRX
10564,d1qfna_,P68688,1QFN
10565,PDP:1YKAAa,P0AC69,1YKA
10566,PDP:2WCIAa,P0AC69,2WCI
10568,d1fova_,P0AC62,1FOV
10569,d1fova_,P0AC62,3GRX
10570,d2io8a1,P0AES0,2IO7
10571,d2io8a2,P0AES0,2IO7
10572,d2io8a3,P0AES0,2IO7
10576,d2io8a1,P0AES0,2IO8
10577,d2io8a2,P0AES0,2IO8
10578,d2io8a3,P0AES0,2IO8
10582,d2io8a1,P0AES0,2IO9
10583,d2io8a2,P0AES0,2IO9
10584,d2io8a3,P0AES0,2IO9
10588,d2io8a1,P0AES0,2IOA
10589,d2io8a2,P0AES0,2IOA
10590,d2io8a3,P0AES0,2IOA
10594,d2io8a1,P0AES0,2IOB
10595,d2io8a2,P0AES0,2IOB
10596,d2io8a3,P0AES0,2IOB
10600,PDP:3A2ZAa,P0AES0,3A2Y
10601,PDP:3A2ZAa,P0AES0,3A2Z
10602,PDP:3A2ZAa,P0AES0,3A30
10603,d2io8a1,P0AES0,3O98
10604,d2io8a2,P0AES0,3O98
10605,d2io8a3,P0AES0,3O98
10609,PDP:3DK9Aa,P06715,1GER
10610,PDP:3DK9Ab,P06715,1GER
10611,PDP:3DK9Ac,P06715,1GER
10612,PDP:3DK9Ad,P06715,1GER
10617,PDP:3DK9Aa,P06715,1GES
10618,PDP:3DK9Ab,P06715,1GES
10619,PDP:3DK9Ac,P06715,1GES
10620,PDP:3DK9Ad,P06715,1GES
10625,PDP:3DK9Aa,P06715,1GET
10626,PDP:3DK9Ab,P06715,1GET
10627,PDP:3DK9Ac,P06715,1GET
10628,PDP:3DK9Ad,P06715,1GET
10633,PDP:3DK9Aa,P06715,1GEU
10634,PDP:3DK9Ab,P06715,1GEU
10635,PDP:3DK9Ac,P06715,1GEU
10636,PDP:3DK9Ad,P06715,1GEU
10641,PDP:5BPKAa,P18956,2DBU
10642,PDP:5BPKAb,P18956,2DBU
10643,PDP:5BPKAc,P18956,2DBU
10644,PDP:3WHRBa,P18956,2DBU
10649,PDP:5BPKAa,P18956,2DBW
10650,PDP:5BPKAb,P18956,2DBW
10651,PDP:5BPKAc,P18956,2DBW
10652,PDP:3WHRBa,P18956,2DBW
10657,PDP:5BPKAa,P18956,2DBX
10658,PDP:5BPKAb,P18956,2DBX
10659,PDP:5BPKAc,P18956,2DBX
10660,PDP:3WHRBa,P18956,2DBX
10665,PDP:5BPKAa,P18956,2DG5
10666,PDP:5BPKAb,P18956,2DG5
10667,PDP:5BPKAc,P18956,2DG5
10668,PDP:3WHRBa,P18956,2DG5
10673,d2e0wa1,P18956,2E0W
10675,PDP:5BPKAa,P18956,2E0X
10676,PDP:5BPKAb,P18956,2E0X
10677,PDP:5BPKAc,P18956,2E0X
10678,PDP:3WHRBa,P18956,2E0X
10683,PDP:5BPKAa,P18956,2E0Y
10684,PDP:5BPKAb,P18956,2E0Y
10685,PDP:5BPKAc,P18956,2E0Y
10686,PDP:3WHRBa,P18956,2E0Y
10691,PDP:5BPKAa,P18956,2Z8I
10692,PDP:5BPKAb,P18956,2Z8I
10693,PDP:5BPKAc,P18956,2Z8I
10694,PDP:3WHRBa,P18956,2Z8I
10699,PDP:5BPKAa,P18956,2Z8J
10700,PDP:5BPKAb,P18956,2Z8J
10701,PDP:5BPKAc,P18956,2Z8J
10702,PDP:3WHRBa,P18956,2Z8J
10707,PDP:5BPKAa,P18956,2Z8K
10708,PDP:5BPKAb,P18956,2Z8K
10709,PDP:5BPKAc,P18956,2Z8K
10710,PDP:3WHRBa,P18956,2Z8K
10715,d1uqwa_,P75797,1UQW
10717,d1gsaa1,P04425,1GLV
10718,d1gsaa2,P04425,1GLV
10719,d1gsaa1,P04425,1GSA
10720,d1gsaa2,P04425,1GSA
10721,d1gsaa1,P04425,1GSH
10722,d1gsaa2,P04425,1GSH
10723,d1gsaa1,P04425,2GLT
10724,d1gsaa2,P04425,2GLT
10725,PDP:4DU6Aa,P0A6T5,1A8R
10726,PDP:4DU6Ab,P0A6T5,1A8R
10755,PDP:4DU6Aa,P0A6T5,1A9C
10756,PDP:4DU6Ab,P0A6T5,1A9C
10785,PDP:4DU6Aa,P0A6T5,1FBX
10786,PDP:4DU6Ab,P0A6T5,1FBX
10815,PDP:4DU6Aa,P0A6T5,1GTP
10816,PDP:4DU6Ab,P0A6T5,1GTP
10855,PDP:4DU6Aa,P0A6T5,1N3R
10856,PDP:4DU6Ab,P0A6T5,1N3R
10885,PDP:4DU6Aa,P0A6T5,1N3S
10886,PDP:4DU6Ab,P0A6T5,1N3S
10905,PDP:4DU6Aa,P0A6T5,1N3T
10906,PDP:4DU6Ab,P0A6T5,1N3T
10935,d2bz1a1,P0A7I7,2BZ0
10937,d2bz1a1,P0A7I7,2BZ1
10938,PDP:4RQAAa,P0A9M2,1G9S
10940,PDP:4RQAAa,P0A9M2,1G9T
10942,PDP:4RQAAa,P0A9M2,1GRV
10944,d1nula_,P0A9M5,1A95
10948,d1nula_,P0A9M5,1A96
10952,d1nula_,P0A9M5,1A97
10956,d1nula_,P0A9M5,1A98
10958,d1nula_,P0A9M5,1NUL
10960,d1qjpa_,P0A910,1BXW
10961,d1qjpa_,P0A910,1G90
10962,d1qjpa_,P0A910,1QJP
10963,d1qjpa_,P0A910,2GE4
10964,d1qjpa_,P0A910,2JMM
10965,PDP:3NB3Aa,P0A910,3NB3
10968,PDP:2X9KAa,P76045,2F1C
10969,PDP:2X9KAa,P76045,2IWV
10973,PDP:2X9KAa,P76045,2IWW
10975,PDP:2X9KAa,P76045,2JQY
10976,PDP:2X9KAa,P76045,2WVP
10977,PDP:2X9KAa,P76045,2X9K
10978,PDP:2X9KAa,P76045,4CTD
10980,PDP:2O9GAa,P60844,1RC2
10982,PDP:2O9GAa,P60844,2ABM
10990,PDP:2O9GAa,P60844,2O9D
10992,PDP:2O9GAa,P60844,2O9E
10993,PDP:2O9GAa,P60844,2O9F
10995,PDP:2O9GAa,P60844,2O9G
10996,PDP:2O9GAa,P60844,3NK5
10998,PDP:2O9GAa,P60844,3NKA
11000,PDP:2O9GAa,P60844,3NKC
11002,PDP:3MOGAa,P76083,3MOG
11003,PDP:3MOGAb,P76083,3MOG
11004,PDP:3MOGAc,P76083,3MOG
11005,PDP:3MOGAd,P76083,3MOG
11014,PDP:3QY1Aa,P61517,1I6O
11016,PDP:3QY1Aa,P61517,1I6P
11017,PDP:3QY1Aa,P61517,1T75
11021,PDP:3QY1Aa,P61517,2ESF
11023,PDP:5DMMAa,Q47690,5DML
11024,PDP:5DMMAa,Q47690,5DMM
11025,PDP:5DMMAa,Q47690,5DMN
11027,PDP:2GT1Aa,P24173,2H1H
11028,PDP:2GT1Ab,P24173,2H1H
11031,d1pswa_,P37692,1PSW
11032,d1k75a_,P06988,1K75
11034,d1k75a_,P06988,1KAE
11036,d1k75a_,P06988,1KAH
11038,d1k75a_,P06988,1KAR
11040,d1lsta_,P0AEU0,1HSL
11042,d2rhwa1,P77044,1U2E
11046,PDP:4MLVAa,P06983,1AH5
11047,PDP:4MLVAb,P06983,1AH5
11048,PDP:4MLVAc,P06983,1AH5
11049,PDP:4MLVAa,P06983,1GTK
11050,PDP:4MLVAb,P06983,1GTK
11051,PDP:4MLVAc,P06983,1GTK
11052,PDP:4MLVAa,P06983,1PDA
11053,PDP:4MLVAb,P06983,1PDA
11054,PDP:4MLVAc,P06983,1PDA
11055,PDP:4MLVAa,P06983,1YPN
11056,PDP:4MLVAb,P06983,1YPN
11057,PDP:4MLVAc,P06983,1YPN
11058,PDP:4MLVAa,P06983,2YPN
11059,PDP:4MLVAb,P06983,2YPN
11060,PDP:4MLVAc,P06983,2YPN
11061,PDP:2DDMAa,P40191,2DDM
11063,PDP:2DDMAa,P40191,2DDO
11065,PDP:2DDMAa,P40191,2DDW
11067,PDP:3IP0Aa,P26281,1DY3
11068,PDP:3IP0Aa,P26281,1EQ0
11069,PDP:3IP0Aa,P26281,1EQM
11070,PDP:3IP0Aa,P26281,1EX8
11071,PDP:3IP0Aa,P26281,1F9H
11072,PDP:3IP0Aa,P26281,1G4C
11074,PDP:3IP0Aa,P26281,1HKA
11075,PDP:3IP0Aa,P26281,1HQ2
11076,PDP:3IP0Aa,P26281,1IM6
11077,PDP:3IP0Aa,P26281,1KBR
11078,PDP:3IP0Aa,P26281,1Q0N
11079,PDP:3IP0Aa,P26281,1RAO
11080,PDP:3IP0Aa,P26281,1RB0
11081,PDP:3IP0Aa,P26281,1RTZ
11082,PDP:3IP0Aa,P26281,1RU1
11084,PDP:3IP0Aa,P26281,1RU2
11085,PDP:3IP0Aa,P26281,1TMJ
11086,PDP:3IP0Aa,P26281,1TMM
11088,PDP:3IP0Aa,P26281,2F63
11089,PDP:3IP0Aa,P26281,2F65
11090,PDP:3IP0Aa,P26281,3HCX
11091,PDP:3IP0Aa,P26281,3HD1
11092,PDP:3IP0Aa,P26281,3HD2
11093,PDP:3IP0Aa,P26281,3HSD
11095,PDP:3IP0Aa,P26281,3HSG
11096,PDP:3IP0Aa,P26281,3HSJ
11097,PDP:3IP0Aa,P26281,3HSZ
11098,PDP:3IP0Aa,P26281,3HT0
11099,PDP:3IP0Aa,P26281,3ILI
11100,PDP:3IP0Aa,P26281,3ILJ
11101,PDP:3IP0Aa,P26281,3ILL
11102,PDP:3IP0Aa,P26281,3ILO
11103,PDP:3IP0Aa,P26281,3IP0
11104,PDP:3IP0Aa,P26281,3KUE
11105,PDP:3IP0Aa,P26281,3KUG
11106,PDP:3IP0Aa,P26281,3KUH
11107,PDP:3IP0Aa,P26281,3UD5
11108,PDP:3IP0Aa,P26281,3UDE
11109,PDP:3IP0Aa,P26281,3UDV
11110,PDP:3IP0Aa,P26281,4F7V
11111,PDP:3IP0Aa,P26281,4M5G
11112,PDP:3IP0Aa,P26281,4M5H
11113,PDP:3IP0Aa,P26281,4M5I
11114,PDP:3IP0Aa,P26281,4M5J
11115,PDP:3IP0Aa,P26281,4M5K
11116,PDP:3IP0Aa,P26281,4M5L
11117,PDP:3IP0Aa,P26281,4M5M
11118,PDP:3IP0Aa,P26281,4M5N
11120,PDP:3IP0Aa,P26281,5ETK
11121,PDP:3IP0Aa,P26281,5ETL
11125,PDP:3IP0Aa,P26281,5ETM
11126,PDP:3IP0Aa,P26281,5ETN
11127,PDP:3IP0Aa,P26281,5ETO
11128,PDP:3IP0Aa,P26281,5ETP
11129,d1fg7a_,P06986,1FG3
11130,d1fg7a_,P06986,1FG7
11131,d1fg7a_,P06986,1GEW
11132,d1fg7a_,P06986,1GEX
11133,d1fg7a_,P06986,1GEY
11134,d1fg7a_,P06986,1IJI
11135,PDP:5ADUSa,P69739,3UQY
11136,PDP:5ADUSb,P69739,3UQY
11139,PDP:5ADUSa,P69739,3USC
11140,PDP:5ADUSb,P69739,3USC
11143,PDP:5ADUSa,P69739,3USE
11144,PDP:5ADUSb,P69739,3USE
11147,PDP:5ADUSa,P69739,4GD3
11148,PDP:5ADUSb,P69739,4GD3
11155,PDP:5ADUSa,P69739,4UE3
11156,PDP:5ADUSb,P69739,4UE3
11159,PDP:5ADUSa,P69739,5A4F
11160,PDP:5ADUSb,P69739,5A4F
11163,PDP:5ADUSa,P69739,5A4I
11164,PDP:5ADUSb,P69739,5A4I
11167,PDP:4U9HSa,P69739,5A4M
11168,PDP:4U9HSb,P69739,5A4M
11171,PDP:5ADUSa,P69739,5ADU
11172,PDP:5ADUSb,P69739,5ADU
11175,PDP:4U9HLa,P0ACD8,3UQY
11176,PDP:4U9HLb,P0ACD8,3UQY
11177,PDP:4U9HLc,P0ACD8,3UQY
11178,PDP:4U9HLd,P0ACD8,3UQY
11179,PDP:4U9HLe,P0ACD8,3UQY
11185,PDP:4U9HLa,P0ACD8,3USC
11186,PDP:4U9HLb,P0ACD8,3USC
11187,PDP:4U9HLc,P0ACD8,3USC
11188,PDP:4U9HLd,P0ACD8,3USC
11189,PDP:4U9HLe,P0ACD8,3USC
11195,PDP:4U9HLa,P0ACD8,3USE
11196,PDP:4U9HLb,P0ACD8,3USE
11197,PDP:4U9HLc,P0ACD8,3USE
11198,PDP:4U9HLd,P0ACD8,3USE
11199,PDP:4U9HLe,P0ACD8,3USE
11205,PDP:4U9HLa,P0ACD8,4GD3
11206,PDP:4U9HLb,P0ACD8,4GD3
11207,PDP:4U9HLc,P0ACD8,4GD3
11208,PDP:4U9HLd,P0ACD8,4GD3
11209,PDP:4U9HLe,P0ACD8,4GD3
11225,PDP:4U9HLa,P0ACD8,4UE3
11226,PDP:4U9HLb,P0ACD8,4UE3
11227,PDP:4U9HLc,P0ACD8,4UE3
11228,PDP:4U9HLd,P0ACD8,4UE3
11229,PDP:4U9HLe,P0ACD8,4UE3
11235,PDP:4U9HLa,P0ACD8,5A4F
11236,PDP:4U9HLb,P0ACD8,5A4F
11237,PDP:4U9HLc,P0ACD8,5A4F
11238,PDP:4U9HLd,P0ACD8,5A4F
11239,PDP:4U9HLe,P0ACD8,5A4F
11245,PDP:4U9HLa,P0ACD8,5A4I
11246,PDP:4U9HLb,P0ACD8,5A4I
11247,PDP:4U9HLc,P0ACD8,5A4I
11248,PDP:4U9HLd,P0ACD8,5A4I
11249,PDP:4U9HLe,P0ACD8,5A4I
11255,PDP:4U9HLa,P0ACD8,5A4M
11256,PDP:4U9HLb,P0ACD8,5A4M
11257,PDP:4U9HLc,P0ACD8,5A4M
11258,PDP:4U9HLd,P0ACD8,5A4M
11259,PDP:4U9HLe,P0ACD8,5A4M
11265,PDP:4U9HLa,P0ACD8,5ADU
11266,PDP:4U9HLb,P0ACD8,5ADU
11267,PDP:4U9HLc,P0ACD8,5ADU
11268,PDP:4U9HLd,P0ACD8,5ADU
11269,PDP:4U9HLe,P0ACD8,5ADU
11275,PDP:4GD3Aa,P0AAM1,4GD3
11276,PDP:4GD3Ab,P0AAM1,4GD3
11279,PDP:3LVLAa,P0ACD4,2KQK
11280,PDP:3LVLAa,P0ACD4,2L4X
11281,PDP:4HVKAa,P0A6B7,1P3W
11282,PDP:4HVKAb,P0A6B7,1P3W
11283,PDP:4HVKAc,P0A6B7,1P3W
11287,d1r94a_,P0AAC8,1R94
11289,d1r94a_,P0AAC8,1R95
11291,d1s98a_,P0AAC8,1S98
11293,d3bzna1,P38051,2EUA
11295,d3bzna1,P38051,3BZM
11296,d3bzna1,P38051,3BZN
11297,PDP:5JXZAa,P0AEJ2,3HWO
11298,PDP:5JXZAb,P0AEJ2,3HWO
11301,PDP:5JXZAa,P0AEJ2,5JZD
11302,PDP:5JXZAb,P0AEJ2,5JZD
11305,PDP:2FQ1Aa,P0ADI4,2FQ1
11306,PDP:2FQ1Ab,P0ADI4,2FQ1
11309,PDP:3LG3Aa,P0A9G6,1IGW
11313,d1jcmp_,P00909,1JCM
11314,d1piia1,P00909,1PII
11315,d1piia2,P00909,1PII
11316,PDP:2KZHAa,P00909,2KZH
11317,PDP:2KZHAb,P00909,2KZH
11318,PDP:2EIYAa,P0AB80,1A3G
11319,PDP:2EIYAb,P0AB80,1A3G
11324,PDP:2EIYAa,P0AB80,1I1K
11325,PDP:2EIYAb,P0AB80,1I1K
11330,PDP:2EIYAa,P0AB80,1I1L
11331,PDP:2EIYAb,P0AB80,1I1L
11336,PDP:2EIYAa,P0AB80,1I1M
11337,PDP:2EIYAb,P0AB80,1I1M
11342,PDP:2EIYAa,P0AB80,1IYD
11343,PDP:2EIYAb,P0AB80,1IYD
11348,PDP:2EIYAa,P0AB80,1IYE
11349,PDP:2EIYAb,P0AB80,1IYE
11354,d1hzta_,Q46822,1HX3
11356,d1hzta_,Q46822,1HZT
11357,d1hzta_,Q46822,1I9A
11359,d1hzta_,Q46822,1NFS
11361,d1hzta_,Q46822,1NFZ
11363,d1hzta_,Q46822,1OW2
